P_NAME,P_STATUS,P_MASS,P_RADIUS,P_YEAR,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ANGULAR_DISTANCE,P_DETECTION,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_AGE,S_TEMPERATURE,S_LOG_G,S_ALT_NAMES,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TYPE,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
Kepler-1641 c,3.0,,2.94823,2016,32.657212,,,Transit,Kepler-1641,296.35944,41.574532,14263,961.0,-0.02,1.12,1.19,3.02,6152.0,4.34,",",0.20760365,0.20760365,0.20760365,0.20760365,42.167506,649.21626,Neptunian,F,19.757297,19 45 26.2693,+41 34 28.3152,3.6398854,4.0056322,0.44664794,0,0,Hot,0,0.24073354,Cygnus,Cyg,Swan
Kepler-1642 b,3.0,,3.19485,2016,12.205751,,,Transit,Kepler-1642,297.21216,43.643719,14.13,447.0,-0.01,0.88,0.84,4.47,5355.0,4.54,",",0.099398568,0.099398568,0.099398568,0.099398571,52.616852,686.16115,Neptunian,G,19.814145,19 48 50.9221,+43 38 37.3884,1.9467327,0.9399468,0.4399841,0,0,Hot,0,0.22522511,Cygnus,Cyg,Swan
Kepler-1642 c,3.0,,2.65677,2016,6.6513802,,,Transit,Kepler-1642,297.21216,43.643719,14.13,447.0,-0.01,0.88,0.84,4.47,5355.0,4.54,",",0.066314978,0.066314978,0.066314978,0.066314979,118.21208,840.06013,Neptunian,G,19.814145,19 48 50.9221,+43 38 37.3884,1.9467327,0.9399468,0.4399841,0,0,Hot,0,0.23449379,Cygnus,Cyg,Swan
Kepler-1643 b,3.0,,2.29805,2016,5.3426451,,,Transit,Kepler-1643,300431,44.751011,13116,414.0,-0.01,0.92,0.88,3.89,5508.0,4.52,",",0.058158033,0.058158033,0.058158033,0.058158035,188.80361,944.38153,Superterran,G,20.028734,20 01 43.4438,+44 45 03.6396,2.1576382,1.2407788,0.43632729,0,0,Hot,0,0.24702502,Cygnus,Cyg,Swan
Kepler-1644 b,3.0,,1.88328,2016,21.090776,,,Transit,Kepler-1644,285.47505,48.034935,14223,592.0,-0.1,0.89,0.86,4.27,5499.0,4.53,",",0.14367061,0.14367061,0.14367061,0.14367061,29.355167,593.0155,Superterran,G,19.031671,19 01 54.0168,+48 02 05.7660,2.1017158,1.2083146,0.4382879,0,0,Hot,0,0.3048686,Draco,Dra,Dragon
Kepler-1645 b,3.0,,1.78239,2016,16.177956,,,Transit,Kepler-1645,297.47947,48.418571,14472,844.0,0.04,1.02,1.02,4.17,5812.0,4.43,",",0.1259869,0.1259869,0.1259869,0.1259869,67.010157,728.92034,Superterran,G,19.831966,19 49 55.0772,+48 25 06.8556,2.7845786,2.164969,0.45685765,0,0,Hot,0,0.28546526,Cygnus,Cyg,Swan
Kepler-1646 b,3.0,,1.2331,2016,4.4855838,,,Transit,Kepler-1646,287.52642,42.912908,15737,81.0,0.04,0.24,0.26,4.68,3299.0,5.01,",",0.03307191,0.03307191,0.03307191,0.033071911,6.5591271,407.71475,Terran,M,19.168429,19 10 06.3449,+42 54 46.4688,0.22868942,0.017823552,0.28752099,0,0,Hot,0,0.47476796,Lyra,Lyr,Lyre
Kepler-1647 b,3.0,482.99686,11.87139,2016,1107.5923,2.7205,2.17,Transit,Kepler-1647,298.15009,40.656175,13545,1256.0,-0.14,1.22,1.79,4.4,6210.0,4.02,",",2.7250917,2.5624389,2.8785611,2.7216496,0.57782708,221.98268,Jovian,F,19.876673,19 52 36.0244,+40 39 22.2300,5.5788454,4.5533026,0.48931316,1,1,Warm,0,0.37351425,Cygnus,Cyg,Swan
Kepler-1649 b,3.0,,1.07616,2017,8.68909,0.0514,556,Transit,Kepler-1649,292.50377,41.830421,17131,92.43,-0.15,0.22,0.25,,3240.0,4.98,",",0.0514,0.0514,0.0514,0.051400001,2.3357291,314.95646,Terran,M,19.500252,19 30 00.9082,+41 49 49.5156,0.21209876,0.015645056,0.27850009,0,0,Hot,0,0.71566695,Cygnus,Cyg,Swan
Kepler-165 b,3.0,,2.32047,2014,8.180848,72,126,Transit,Kepler-165,280.69102,47.809735,14802,570.07,,,0.77,,5211.0,4.54,",",72,72,72,0.072000002,75.559556,751.13372,Superterran,K,18.712735,18 42 45.8474,+47 48 35.0460,1.689822,,,0,0,Hot,0,0.25616487,Draco,Dra,Dragon
Kepler-165 c,3.0,,2.23079,2014,15.31299,0.11,193,Transit,Kepler-165,280.69102,47.809735,14802,570.07,,,0.77,,5211.0,4.54,",",0.11,0.11,0.11,0.11,32.371962,607.6971,Superterran,K,18.712735,18 42 45.8474,+47 48 35.0460,1.689822,,,0,0,Hot,0,0.28276284,Draco,Dra,Dragon
Kepler-1650 b,3.0,,0.96406,2017,1.53818,,,Transit,Kepler-1650,297.72926,42.866898,15722,120.5,-0.11,0.33,0.33,,3410.0,,",",0.018018031,0.017836959,0.018197302,0.018017357,40.642883,643.25458,Terran,M,19.848618,19 50 55.0249,+42 52 00.8328,0.31012073,0.023983594,0.31880303,0,0,Hot,0,0.32672939,Cygnus,Cyg,Swan
Kepler-1651 b,3.0,,1.83844,2017,9.8786392,,,Transit,Kepler-1651,283.62835,48.391022,13496,69.4,-0.16,0.52,0.5,,3713.0,,",",0.07305161,0.063022361,0.08185663,0.072593391,8.1823634,429.51515,Superterran,M,18.908558,18 54 30.8085,+48 23 27.6792,0.55709338,0.046969702,0.37098149,0,0,Hot,0,0.40878227,Draco,Dra,Dragon
Kepler-1652 b,3.0,,1.60303,2017,38.09722,0.1654,656,Transit,Kepler-1652,294.36608,49.915058,15931,252.0,-0.3,0.4,0.38,3.2,3638.0,4.88,",",0.1654,0.1654,0.1654,0.1654,0.82839145,243.05458,Superterran,M,19.624407,19 37 27.8641,+49 54 54.2088,0.40645932,0.037833615,0.3199655,1,1,Warm,2,0.82325475,Cygnus,Cyg,Swan
Kepler-1653 b,3.0,,2.17474,2017,140.2524,0.4706,623,Transit,Kepler-1653,296.45776,41.266024,15429,755.0,-0.18,0.72,0.69,7.7,4807.0,4.62,",",0.4706,0.4706,0.4706,0.47060001,1.0284412,256.56049,Superterran,K,19.763851,19 45 49.8649,+41 15 57.6864,1.2885623,0.34291033,0.45055809,1,1,Warm,2,0.73816352,Cygnus,Cyg,Swan
Kepler-1654 b,3.0,158.91400,9.18099,2018,1047.8356,2026,3.51,Transit,Kepler-1654,282.18581,44.434486,13424,577.6,-88,1.01,1.18,5.0,5597.0,4.3,",",2.0944788,1.49924,2.55276,2.0435122,0.30888291,187.46697,Jovian,G,18.812388,18 48 44.5984,+44 26 04.1496,2.9874505,1.4914547,0.46934655,0,0,Cold,0,0.32010771,Lyra,Lyr,Lyre
Kepler-1655 b,3.0,4.9994345,2.20837,2018,11.872879,103,0.48,Transit,Kepler-1655,286.68945,39.211929,11072,214.58,-0.24,1.03,1.03,2.56,6148.0,4.36,",",103,103,103,103,128.00416,856.94102,Superterran,G,19.112631,19 06 45.4721,+39 12 42.9444,3.1463935,3.868652,0.42254916,0,0,Hot,0,0.25465307,Lyra,Lyr,Lyre
Kepler-1656 b,3.0,48.599080,5.02208,2018,31.578659,197,1.05,Transit,Kepler-1656,284.47217,39.911824,11.64,186.88,0.19,1.03,1.1,6.31,5731.0,4.37,",",0.26584126,0.032308,0.361692,0.22043702,54.916764,564.28896,Neptunian,G,18.964812,18 57 53.3239,+39 54 42.5664,2.9198571,1.889855,0.49110626,0,0,Hot,0,0.17059664,Lyra,Lyr,Lyre
Kepler-1658 b,3.0,1868.8287,11.9947,2019,3.8493728,0.0544,0.0675,Transit,Kepler-1658,294.35655,38.947376,11432,806.07,-0.18,1.45,2.89,,6216.0,3.67,",",0.054507272,0.05098368,0.05781632,0.054426855,3782.5845,1996.5049,Jovian,F,19.623771,19 37 25.5747,+38 56 50.5536,9.0245997,4.873107,0.52216424,0,0,Hot,0,0.074037482,Cygnus,Cyg,Swan
Kepler-166 b,3.0,,2.27563,2014,7.650254,72,117,Transit,Kepler-166,293.16017,48.881191,14701,614.16,,,0.74,,5413.0,4.62,",",72,72,72,0.072000002,81.252962,764.90009,Superterran,G,19.544012,19 32 38.4447,+48 52 52.2876,1.7523299,,,0,0,Hot,0,0.25716193,Cygnus,Cyg,Swan
Kepler-166 c,3.0,,2.37652,2014,34.260281,195,318,Transit,Kepler-166,293.16017,48.881191,14701,614.16,,,0.74,,5413.0,4.62,",",195,195,195,195,11.077327,464.78666,Superterran,G,19.544012,19 32 38.4447,+48 52 52.2876,1.7523299,,,0,0,Hot,0,0.3433333,Cygnus,Cyg,Swan
Kepler-166 d,3.0,,1.72634,2016,1.5540039,,,Transit,Kepler-166,293.16017,48.881191,14701,614.16,,,0.74,,5413.0,4.62,",",,,,,,,Superterran,G,19.544012,19 32 38.4447,+48 52 52.2876,1.7523299,,,0,0,,0,,Cygnus,Cyg,Swan
Kepler-167 b,3.0,,1.61424,2014,4.3931632,0.0483,146,Transit,Kepler-167,292.65844,38.345413,14023,330.0,-0.03,0.77,0.73,3.3,4890.0,4.61,",",0.0483,0.0483,0.0483,0.048300001,117.02416,837.94168,Superterran,K,19.510564,19 30 38.0295,+38 20 43.4868,1.4107455,0.40441548,0.40007437,0,0,Hot,0,0.28529669,Cygnus,Cyg,Swan
Kepler-167 c,3.0,,1.54698,2014,7.406114,0.0684,207,Transit,Kepler-167,292.65844,38.345413,14023,330.0,-0.03,0.77,0.73,3.3,4890.0,4.61,",",0.0684,0.0684,0.0684,0.068400002,58.352249,704.14048,Superterran,K,19.510564,19 30 38.0295,+38 20 43.4868,1.4107455,0.40441548,0.40007437,0,0,Hot,0,0.30004947,Cygnus,Cyg,Swan
Kepler-167 d,3.0,,1.19947,2016,21.803855,0.1405,426,Transit,Kepler-167,292.65844,38.345413,14023,330.0,-0.03,0.77,0.73,3.3,4890.0,4.61,",",0.1415116,0.12364,0.15736,0.14075411,13.930503,490.85908,Terran,K,19.510564,19 30 38.0295,+38 20 43.4868,1.4107455,0.40441548,0.40007437,0,0,Hot,0,0.3842645,Cygnus,Cyg,Swan
Kepler-167 e,3.0,,10.15626,2016,1071.2323,1.89,5.73,Transit,Kepler-167,292.65844,38.345413,14023,330.0,-0.03,0.77,0.73,3.3,4890.0,4.61,",",1.8936326,1.77282,2.00718,1.8909094,0.076574209,133.92203,Jovian,K,19.510564,19 30 38.0295,+38 20 43.4868,1.4107455,0.40441548,0.40007437,0,0,Cold,0,0.16055939,Cygnus,Cyg,Swan
Kepler-168 b,3.0,,1.4573,2014,4.425391,56,0.0401,Transit,Kepler-168,294.71017,39.825104,14606,1396.0,,,1.11,,6282.0,4.42,",",56,56,56,0.056000001,548.2142,1232.7712,Terran,F,19.647345,19 38 50.4433,+39 49 30.3744,3.540193,,,0,0,Hot,0,0.28328431,Cygnus,Cyg,Swan
Kepler-168 c,3.0,,2.6904,2014,13.193242,116,0.0831,Transit,Kepler-168,294.71017,39.825104,14606,1396.0,,,1.11,,6282.0,4.42,",",116,116,116,116,127.76455,856.5397,Neptunian,F,19.647345,19 38 50.4433,+39 49 30.3744,3.540193,,,0,0,Hot,0,0.23221435,Cygnus,Cyg,Swan
Kepler-169 b,3.0,,1.13221,2014,3.250619,0.04,0.0972,Transit,Kepler-169,285.99989,40.919329,14194,411.34,,,0.76,,4997.0,4.58,",",0.04,0.04,0.04,0.040000001,201.66626,960.07071,Terran,K,19.06666,19 03 59.9774,+40 55 09.5844,1.5336999,,,0,0,Hot,0,0.29849974,Lyra,Lyr,Lyre
Kepler-169 c,3.0,,1.21068,2014,6.195469,62,151,Transit,Kepler-169,285.99989,40.919329,14194,411.34,,,0.76,,4997.0,4.58,",",62,62,62,0.062000002,83.940171,771.14735,Terran,K,19.06666,19 03 59.9774,+40 55 09.5844,1.5336999,,,0,0,Hot,0,0.30626205,Lyra,Lyr,Lyre
Kepler-169 d,3.0,,1.25552,2014,8.348125,75,182,Transit,Kepler-169,285.99989,40.919329,14194,411.34,,,0.76,,4997.0,4.58,",",75,75,75,0.075000002,57.362848,701.13651,Terran,K,19.06666,19 03 59.9774,+40 55 09.5844,1.5336999,,,0,0,Hot,0,0.31244223,Lyra,Lyr,Lyre
Kepler-169 e,3.0,,2.19716,2014,13.767102,105,255,Transit,Kepler-169,285.99989,40.919329,14194,411.34,,,0.76,,4997.0,4.58,",",105,105,105,105,29.266759,592.56851,Superterran,K,19.06666,19 03 59.9774,+40 55 09.5844,1.5336999,,,0,0,Hot,0,0.28851664,Lyra,Lyr,Lyre
Kepler-169 f,3.0,,2.5783,2014,87.090195,359,873,Transit,Kepler-169,285.99989,40.919329,14194,411.34,,,0.76,,4997.0,4.58,",",359,359,359,0.35900001,2.5035965,320.46898,Neptunian,K,19.06666,19 03 59.9774,+40 55 09.5844,1.5336999,,,0,0,Hot,0,0.56484252,Lyra,Lyr,Lyre
Kepler-17 b,3.0,778.67861,14.6851,2011,1.4857108,0.02591,0.0324,Transit,Kepler-17,298.39527,47.815006,14141,800.0,0.26,1.16,1.05,1.78,5781.0,4.53,",",0.025911568,0.02562499,0.02619501,0.025910393,1643.5033,1622.1003,Jovian,G,19.893019,19 53 34.8695,+47 48 54.0216,2.8359811,2.142601,0.4137908,0,0,Hot,0,0.062234394,Cygnus,Cyg,Swan
Kepler-170 b,3.0,,3.19485,2014,7.930592,0.08,106,Transit,Kepler-170,284.52119,41.629604,14387,754.64,,,1.03,,5679.0,4.45,",",0.08,0.08,0.08,0.080000002,154.47941,898.1783,Neptunian,G,18.968081,18 58 05.0899,+41 37 46.5744,2.6846585,,,0,0,Hot,0,0.2099991,Lyra,Lyr,Lyre
Kepler-170 c,3.0,,2.85855,2014,16.665863,131,174,Transit,Kepler-170,284.52119,41.629604,14387,754.64,,,1.03,,5679.0,4.45,",",131,131,131,131,57.61134,701.89461,Neptunian,G,18.968081,18 58 05.0899,+41 37 46.5744,2.6846585,,,0,0,Hot,0,0.23680779,Lyra,Lyr,Lyre
Kepler-171 b,3.0,,2.34289,2014,4.166972,0.05,0.0565,Transit,Kepler-171,296.77191,41.755537,14883,885.43,,,0.84,,5642.0,4.57,",",0.05,0.05,0.05,0.050000001,256.23564,1019.3065,Superterran,G,19.784795,19 47 05.2631,+41 45 19.9332,2.1609939,,,0,0,Hot,0,0.24307014,Cygnus,Cyg,Swan
Kepler-171 c,3.0,,2.55588,2014,11.463462,98,111,Transit,Kepler-171,296.77191,41.755537,14883,885.43,,,0.84,,5642.0,4.57,",",98,98,98,0.098000002,66.70024,728.07607,Neptunian,G,19.784795,19 47 05.2631,+41 45 19.9332,2.1609939,,,0,0,Hot,0,0.24725839,Cygnus,Cyg,Swan
Kepler-171 d,3.0,,1.89449,2014,39.595519,223,252,Transit,Kepler-171,296.77191,41.755537,14883,885.43,,,0.84,,5642.0,4.57,",",223,223,223,0.22300001,12.8816,482.65562,Superterran,G,19.784795,19 47 05.2631,+41 45 19.9332,2.1609939,,,0,0,Hot,0,0.35652999,Cygnus,Cyg,Swan
Kepler-172 b,3.0,,2.3541,2014,2.940309,0.04,0.0471,Transit,Kepler-172,283.36841,41.821857,14532,848.56,,,1.08,,5526.0,4.38,",",0.04,0.04,0.04,0.040000001,609.05947,1265639,Superterran,G,18.891229,18 53 28.4227,+41 49 18.6852,2.6653461,,,0,0,Hot,0,0.23959233,Lyra,Lyr,Lyre
Kepler-172 c,3.0,,2.85855,2014,6.388996,68,0.0801,Transit,Kepler-172,283.36841,41.821857,14532,848.56,,,1.08,,5526.0,4.38,",",68,68,68,0.068000002,210.74722,970.70077,Neptunian,G,18.891229,18 53 28.4227,+41 49 18.6852,2.6653461,,,0,0,Hot,0,0.22115301,Lyra,Lyr,Lyre
Kepler-172 d,3.0,,2.25321,2014,14.627119,118,139,Transit,Kepler-172,283.36841,41.821857,14532,848.56,,,1.08,,5526.0,4.38,",",118,118,118,118,69.986724,736.88349,Superterran,G,18.891229,18 53 28.4227,+41 49 18.6852,2.6653461,,,0,0,Hot,0,0.26079717,Lyra,Lyr,Lyre
Kepler-172 e,3.0,,2.75766,2014,35.118736,211,249,Transit,Kepler-172,283.36841,41.821857,14532,848.56,,,1.08,,5526.0,4.38,",",211,211,211,0.21100001,21.888438,551.05964,Neptunian,G,18.891229,18 53 28.4227,+41 49 18.6852,2.6653461,,,0,0,Hot,0,0.27485579,Lyra,Lyr,Lyre
Kepler-173 b,3.0,,1.28915,2014,4.263742,48,0.0563,Transit,Kepler-173,294.6467,41.884106,14209,853.39,,,0.95,,6031.0,4.4,",",48,48,48,0.048000001,464.31284,1182.6264,Terran,F,19.643114,19 38 35.2105,+41 53 02.7816,2.7926104,,,0,0,Hot,0,0.29028981,Cygnus,Cyg,Swan
Kepler-173 c,3.0,,2.43257,2014,8.005777,74,0.0867,Transit,Kepler-173,294.6467,41.884106,14209,853.39,,,0.95,,6031.0,4.4,",",74,74,74,0.074000002,195.35734,952.47227,Superterran,F,19.643114,19 38 35.2105,+41 53 02.7816,2.7926104,,,0,0,Hot,0,0.24042429,Cygnus,Cyg,Swan
Kepler-174 b,3.0,,1.96175,2014,13.98179,0.1,257,Transit,Kepler-174,287.43919,43.832092,14287,389.07,,,0.62,,4880.0,4.68,",",0.1,0.1,0.1,0.1,19.532207,535.59034,Superterran,K,19.162614,19 09 45.4102,+43 49 55.5312,1.1932719,,,0,0,Hot,0,0.32172359,Lyra,Lyr,Lyre
Kepler-174 c,3.0,,1.49093,2014,44.000529,214,0.55,Transit,Kepler-174,287.43919,43.832092,14287,389.07,,,0.62,,4880.0,4.68,",",214,214,214,0.21400001,4.2650465,366.12202,Terran,K,19.162614,19 09 45.4102,+43 49 55.5312,1.1932719,,,0,0,Hot,0,0.53988462,Lyra,Lyr,Lyre
Kepler-174 d,3.0,,2.18595,2014,247.35373,677,1.74,Transit,Kepler-174,287.43919,43.832092,14287,389.07,,,0.62,,4880.0,4.68,",",677,677,677,0.67700002,0.42616127,205.84409,Superterran,K,19.162614,19 09 45.4102,+43 49 55.5312,1.1932719,,,1,1,Warm,2,0.61240242,Lyra,Lyr,Lyre
Kepler-175 b,3.0,,2.55588,2014,11.903515,105,77,Transit,Kepler-175,289.55328,43.876183,14939,1363.39,,,1.01,,6064.0,4.47,",",105,105,105,105,112.09586,828.97666,Neptunian,F,19.303553,19 18 12.7915,+43 52 34.2588,3.0015657,,,0,0,Hot,0,0.2396068,Cygnus,Cyg,Swan
Kepler-175 c,3.0,,3.10517,2014,34.035257,213,156,Transit,Kepler-175,289.55328,43.876183,14939,1363.39,,,1.01,,6064.0,4.47,",",213,213,213,0.21300001,27.240116,582.03238,Neptunian,F,19.303553,19 18 12.7915,+43 52 34.2588,3.0015657,,,0,0,Hot,0,0.24955124,Cygnus,Cyg,Swan
Kepler-176 b,3.0,,1.43488,2014,5.433074,58,108,Transit,Kepler-176,294.66796,43.853259,14.55,535.4,,,0.89,,5232.0,4.47,",",58,58,58,0.058000001,158.08243,903.37031,Terran,K,19.644531,19 38 40.3131,+43 51 11.7324,1.9689449,,,0,0,Hot,0,0.2904532,Cygnus,Cyg,Swan
Kepler-176 c,3.0,,2.60072,2014,12.759712,102,191,Transit,Kepler-176,294.66796,43.853259,14.55,535.4,,,0.89,,5232.0,4.47,",",102,102,102,102,51.113928,681.20798,Neptunian,K,19.644531,19 38 40.3131,+43 51 11.7324,1.9689449,,,0,0,Hot,0,0.25088469,Cygnus,Cyg,Swan
Kepler-176 d,3.0,,2.51104,2014,25.751974,163,304,Transit,Kepler-176,294.66796,43.853259,14.55,535.4,,,0.89,,5232.0,4.47,",",163,163,163,163,20.015405,538.87248,Neptunian,K,19.644531,19 38 40.3131,+43 51 11.7324,1.9689449,,,0,0,Hot,0,0.29150257,Cygnus,Cyg,Swan
Kepler-176 e,3.0,,1.44609,2016,51.16579,,,Transit,Kepler-176,294.66796,43.853259,14.55,535.4,,,0.89,,5232.0,4.47,",",,,,,,,Terran,K,19.644531,19 38 40.3131,+43 51 11.7324,1.9689449,,,0,0,,0,,Cygnus,Cyg,Swan
Kepler-177 b,3.0,1.9069680,2.90339,2013,36855,,,Transit,Kepler-177,286.04713,45.053207,15.0,1497.42,,,1.05,,5942.0,4.42,",",,,,,,,Neptunian,G,19.06981,19 04 11.3153,+45 03 11.5452,2.996144,,,0,0,,0,,Lyra,Lyr,Lyre
Kepler-177 c,3.0,7.6278721,7.09593,2013,49412,,,Transit,Kepler-177,286.04713,45.053207,15.0,1497.42,,,1.05,,5942.0,4.42,",",,,,,,,Jovian,G,19.06981,19 04 11.3153,+45 03 11.5452,2.996144,,,0,0,,0,,Lyra,Lyr,Lyre
Kepler-178 b,3.0,,2.90339,2014,9.576694,85,116,Transit,Kepler-178,287.10109,46.896477,14598,731.04,,,1.07,,5676.0,4.33,",",85,85,85,0.085000002,147.36281,887.65026,Neptunian,G,19.140074,19 08 24.2650,+46 53 47.3172,2.7859714,,,0,0,Hot,0,0.2218616,Lyra,Lyr,Lyre
Kepler-178 c,3.0,,2.88097,2014,20.552802,142,194,Transit,Kepler-178,287.10109,46.896477,14598,731.04,,,1.07,,5676.0,4.33,",",142,142,142,142,52.80184,686.76345,Neptunian,G,19.140074,19 08 24.2650,+46 53 47.3172,2.7859714,,,0,0,Hot,0,0.23778776,Lyra,Lyr,Lyre
Kepler-178 d,3.0,,3.94592,2014,96.678988,397,543,Transit,Kepler-178,287.10109,46.896477,14598,731.04,,,1.07,,5676.0,4.33,",",397,397,397,0.39700001,6.7553015,410.72969,Neptunian,G,19.140074,19 08 24.2650,+46 53 47.3172,2.7859714,,,0,0,Hot,0,0.32713273,Lyra,Lyr,Lyre
Kepler-179 b,3.0,,1.63666,2014,2.735926,36,0.0584,Transit,Kepler-179,298.66373,47.762043,14613,616.39,,,0.76,,5302.0,4.61,",",36,36,36,0.036000001,315.55112,1073.7727,Superterran,G,19.910917,19 54 39.3001,+47 45 43.3548,1.7266374,,,0,0,Hot,0,0.27691327,Cygnus,Cyg,Swan
Kepler-179 c,3.0,,1.99538,2014,6.40013,64,104,Transit,Kepler-179,298.66373,47.762043,14613,616.39,,,0.76,,5302.0,4.61,",",64,64,64,0.064000002,99.842346,805.32949,Superterran,G,19.910917,19 54 39.3001,+47 45 43.3548,1.7266374,,,0,0,Hot,0,0.2681687,Cygnus,Cyg,Swan
Kepler-18 b,3.0,6.9922161,1.99538,2011,3.504725,0.0447,102,Transit,Kepler-18,298.07944,44.746321,13549,438.51,0.19,0.97,1.11,10.0,5345.0,4.31,",",0.0447,0.0447,0.0447,0.044700001,450.93131,1174.0119,Superterran,G,19.871964,19 52 19.0691,+44 44 46.7556,2.5628695,0.95441762,0.51977504,0,0,Hot,0,0.25784257,Cygnus,Cyg,Swan
Kepler-18 c,3.0,17.162712,5.4929,2011,7.64159,0.0752,172,Transit,Kepler-18,298.07944,44.746321,13549,438.51,0.19,0.97,1.11,10.0,5345.0,4.31,",",0.0752,0.0752,0.0752,0.075200002,159.32714,905.14332,Neptunian,G,19.871964,19 52 19.0691,+44 44 46.7556,2.5628695,0.95441762,0.51977504,0,0,Hot,0,0.14734803,Cygnus,Cyg,Swan
Kepler-18 d,3.0,16.527056,6.98383,2011,14.85888,0.1172,267,Transit,Kepler-18,298.07944,44.746321,13549,438.51,0.19,0.97,1.11,10.0,5345.0,4.31,",",0.1172,0.1172,0.1172,0.1172,65.594922,725.04083,Jovian,G,19.871964,19 52 19.0691,+44 44 46.7556,2.5628695,0.95441762,0.51977504,0,0,Hot,0,0.13323071,Cygnus,Cyg,Swan
Kepler-180 b,3.0,,1.50214,2014,13.817124,109,154,Transit,Kepler-180,295.57134,49.774586,14.35,709.83,,,1.06,,5731.0,4.34,",",109,109,109,109,91.404803,787.74774,Superterran,G,19.704757,19 42 17.1260,+49 46 28.5096,2.8136805,,,0,0,Hot,0,0.29379366,Cygnus,Cyg,Swan
Kepler-180 c,3.0,,3.01549,2014,41.885775,229,323,Transit,Kepler-180,295.57134,49.774586,14.35,709.83,,,1.06,,5731.0,4.34,",",229,229,229,0.22900001,20.708615,543.47888,Neptunian,G,19.704757,19 42 17.1260,+49 46 28.5096,2.8136805,,,0,0,Hot,0,0.26646008,Cygnus,Cyg,Swan
Kepler-181 b,3.0,,1.26673,2014,3.137873,0.04,0.0645,Transit,Kepler-181,296.1514,50.095806,14707,620.09,,,0.75,,5333.0,4.62,",",0.04,0.04,0.04,0.040000001,254.78715,1017.8629,Terran,G,19.743428,19 44 36.3402,+50 05 44.9016,1.7239018,,,0,0,Hot,0,0.29350523,Cygnus,Cyg,Swan
Kepler-181 c,3.0,,1.99538,2014,4.302149,49,79,Transit,Kepler-181,296.1514,50.095806,14707,620.09,,,0.75,,5333.0,4.62,",",49,49,49,0.049000001,169.78736,919.64719,Superterran,G,19.743428,19 44 36.3402,+50 05 44.9016,1.7239018,,,0,0,Hot,0,0.26272704,Cygnus,Cyg,Swan
Kepler-182 b,3.0,,2.5783,2014,9.825792,96,0.0592,Transit,Kepler-182,289.83011,50.586246,14896,1621.79,,,1.15,,6250.0,4.4,",",96,96,96,0.096000002,196.18325,953.47738,Neptunian,F,19.322009,19 19 19.2310,+50 35 10.4856,3.6304961,,,0,0,Hot,0,0.23372178,Cygnus,Cyg,Swan
Kepler-182 c,3.0,,3.43026,2014,20.684342,157,0.0968,Transit,Kepler-182,289.83011,50.586246,14896,1621.79,,,1.15,,6250.0,4.4,",",157,157,157,157,73.35084,745.58332,Neptunian,F,19.322009,19 19 19.2310,+50 35 10.4856,3.6304961,,,0,0,Hot,0,0.21011337,Cygnus,Cyg,Swan
Kepler-183 b,3.0,,2.06264,2014,5.687945,64,0.0591,Transit,Kepler-183,293.53085,39.315898,14943,1082.6,,,0.96,,5888.0,4.5,",",64,64,64,0.064000002,242.29384,1005.1491,Superterran,G,19.568724,19 34 07.4072,+39 18 57.2328,2.6897687,,,0,0,Hot,0,0.25702835,Cygnus,Cyg,Swan
Kepler-183 c,3.0,,2.27563,2014,11.637071,103,0.0951,Transit,Kepler-183,293.53085,39.315898,14943,1082.6,,,0.96,,5888.0,4.5,",",103,103,103,103,93.54657,792.3223,Superterran,G,19.568724,19 34 07.4072,+39 18 57.2328,2.6897687,,,0,0,Hot,0,0.25508514,Cygnus,Cyg,Swan
Kepler-184 b,3.0,,2.36531,2014,10.687576,92,148,Transit,Kepler-184,291.95191,43.074715,14338,621.24,,,0.87,,5788.0,4.51,",",92,92,92,0.092000002,89.921923,784.53316,Superterran,G,19.463462,19 27 48.4616,+43 04 28.9740,2.355507,,,0,0,Hot,0,0.25130666,Lyra,Lyr,Lyre
Kepler-184 c,3.0,,1.97296,2014,20.303005,141,227,Transit,Kepler-184,291.95191,43.074715,14338,621.24,,,0.87,,5788.0,4.51,",",141,141,141,141,38.28274,633.71745,Superterran,G,19.463462,19 27 48.4616,+43 04 28.9740,2.355507,,,0,0,Hot,0,0.2901156,Lyra,Lyr,Lyre
Kepler-184 d,3.0,,2.48862,2014,29.022358,179,288,Transit,Kepler-184,291.95191,43.074715,14338,621.24,,,0.87,,5788.0,4.51,",",179,179,179,179,23.753914,562.44324,Superterran,G,19.463462,19 27 48.4616,+43 04 28.9740,2.355507,,,0,0,Hot,0,0.28340512,Lyra,Lyr,Lyre
